,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000109511,0.5923319865329164,0.0,0.0,0.588056999821022,0.5965738792363835,Nup62
ENSMUSG00000050248,0.5915576344137308,0.0,0.0,0.5872766322127795,0.5958055391954781,Evc2
ENSMUSG00000019471,0.5911140496867736,0.0,0.0,0.5868296051208521,0.5953653949621758,Cdc37
ENSMUSG00000024146,0.5906027190740321,0.0,0.0,0.5863143096530528,0.5948580271219045,Cript
ENSMUSG00000004937,0.5876095110565286,0.0,0.0,0.5832979619303678,0.5918879482160182,Sgta
ENSMUSG00000063445,0.586563297265959,0.0,0.0,0.5822436881811479,0.5908497913232411,Nmral1
ENSMUSG00000053841,0.5847933444378779,0.0,0.0,0.5804601328359373,0.5890934365886241,Txlna
ENSMUSG00000045438,0.5826695600514675,0.0,0.0,0.5783200815252617,0.5869859150668763,Cox19
ENSMUSG00000075012,0.5821018598960045,0.0,0.0,0.577748043263397,0.5864225521627401,Fjx1
ENSMUSG00000045598,0.5808277139646342,0.0,0.0,0.5764641764601417,0.5851581255367045,Zfp553
ENSMUSG00000017386,0.5794572536125367,0.0,0.0,0.5750832844706455,0.5837980956805533,Traf4
ENSMUSG00000004667,0.5791765757689286,0.0,0.0,0.574800473245102,0.5835195510544865,Polr2e
ENSMUSG00000031628,0.5790989110076578,0.0,0.0,0.5747222183525718,0.5834424763831491,Casp3
ENSMUSG00000024968,0.5789165972739001,0.0,0.0,0.5745385196327905,0.583261547545491,Rcor2
ENSMUSG00000023004,0.5788516865675963,0.0,0.0,0.5744731159246311,0.5831971298114254,Tuba1b
ENSMUSG00000074890,0.5779360974101344,0.0,0.0,0.5735505787528614,0.5822884883846163,Lcmt2
ENSMUSG00000025465,0.5778052318806037,0.0,0.0,0.5734187210494476,0.5821586150088707,Echs1
ENSMUSG00000026158,0.5773079151253103,0.0,0.0,0.5729176358958279,0.5816650666221247,Ogfrl1
ENSMUSG00000024194,0.5764875785517377,0.0,0.0,0.572091090425528,0.5808509390572527,Cuta
ENSMUSG00000037337,0.5757513754617923,0.0,0.0,0.5713493228244279,0.5801203007495321,Map4k1
ENSMUSG00000025066,0.5747236716708579,0.0,0.0,0.5703138632729459,0.5791003533669882,Sfr1
ENSMUSG00000071415,0.574259980693466,0.0,0.0,0.5698466775521738,0.5786401575279332,Rpl23
