,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000024570,0.4515450092023225,0.0,0.0,0.44377243879646094,0.45924964728762097,Rbfa
ENSMUSG00000020372,0.4506509101512766,0.0,0.0,0.44287053213498034,0.45836342166831157,Rack1
ENSMUSG00000036781,0.4506057364166373,0.0,0.0,0.4428249643441088,0.45831864532632677,Rps27l
ENSMUSG00000025362,0.4503384892322483,0.0,0.0,0.44255538675081074,0.4580537483103989,Rps26
ENSMUSG00000060126,0.4478200615431496,0.0,0.0,0.44001506733425655,0.4555574003427025,Tpt1
ENSMUSG00000041841,0.44692236408937097,0.0,0.0,0.4391095967395414,0.45466754382005464,Rpl37
ENSMUSG00000047181,0.4455652928590883,0.0,0.0,0.4377408047929256,0.4533222965611833,Samd14
ENSMUSG00000026348,0.4437759598463256,0.0,0.0,0.4359360731540102,0.45154849974063294,Acmsd
ENSMUSG00000063457,0.44250361036634994,0.0,0.0,0.43465281245702064,0.4502871602778154,Rps15
ENSMUSG00000061518,0.44007689925566074,0.0,0.0,0.4322053791159111,0.4478813620857107,Cox5b
ENSMUSG00000074754,0.43931253979368834,0.0,0.0,0.431434516631269,0.4471235663181664,Gm561
ENSMUSG00000047675,0.43846288103197095,0.0,0.0,0.4305776426380394,0.4462811905719406,Rps8
ENSMUSG00000071415,0.4381919457398042,0.0,0.0,0.4303044095748925,0.44601257474089734,Rpl23
ENSMUSG00000012848,0.4375877180037156,0.0,0.0,0.4296950626588737,0.4454135146884485,Rps5
ENSMUSG00000036992,0.4363127735784343,0.0,0.0,0.4284093401472211,0.44414945128830685,Nxt1
ENSMUSG00000021520,0.434919713304658,0.0,0.0,0.42700453985061415,0.4427682444319954,Uqcrb
ENSMUSG00000024158,0.43307991088189873,0.0,0.0,0.4251492910320002,0.4409440396303387,Hagh
ENSMUSG00000061991,0.4323664782490101,0.0,0.0,0.424429886575947,0.4402366379098517,Hist1h2af
ENSMUSG00000061787,0.43150406095552335,0.0,0.0,0.42356026375287986,0.4393814979077357,Rps17
ENSMUSG00000043716,0.4308607350368836,0.0,0.0,0.4229115723560692,0.4387435912354482,Rpl7
