,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000028998,0.1608431313531502,2.774098618612788e-156,1.0669610071587647e-153,0.14919007442152032,0.17245151709447956,Tomm7
ENSMUSG00000047675,0.15857818646486682,6.7724346805259265e-152,2.4187266716164023e-149,0.146916790938233,0.17019550714263781,Rps8
ENSMUSG00000062619,0.15547909187491768,5.332241273729747e-146,1.7200778302354024e-143,0.14380648633783122,0.16710844077986484,2310039H08Rik
ENSMUSG00000073702,0.15488595568231872,6.938563926476734e-145,2.1683012270239792e-142,0.1432112309503859,0.16651758067349853,Rpl31
ENSMUSG00000028684,0.15225463371831857,5.374958331523599e-140,1.6287752519768482e-137,0.14057060948066358,0.16389625534926203,Urod
ENSMUSG00000074890,0.15122546370472598,4.153877026413747e-138,1.2217285371805139e-135,0.1395378474385024,0.16287095052150943,Lcmt2
ENSMUSG00000020460,0.15066894623655555,4.302993327965011e-137,1.2294266651328603e-134,0.13897939819462726,0.16231651265143507,Rps27a
ENSMUSG00000061477,0.150169785089173,3.475963282131926e-136,9.655453561477571e-134,0.1384785106907798,0.16181921051580825,Rps7
ENSMUSG00000071654,0.1475106442062406,2.093345150912955e-131,5.1057198802754995e-129,0.13581027392559342,0.15916987327234974,Uqcc3
ENSMUSG00000038274,0.14724004812829328,6.341271911495982e-131,1.5098266455942815e-128,0.13553876175865606,0.15890026540582322,Fau
ENSMUSG00000037085,0.14682967156620935,3.3913520713744166e-130,7.536337936387593e-128,0.1351269992417492,0.15849138421210016,Trmt12
ENSMUSG00000028234,0.1456191618067855,4.633229130905167e-128,1.0072237241098189e-125,0.1339124248036902,0.15728526212022592,Rps20
ENSMUSG00000054091,0.14523683584135644,2.1701398223054093e-127,4.617318770862573e-125,0.13352882236305672,0.15690431471841962,1810037I17Rik
ENSMUSG00000093674,0.1413540540536915,1.1011002306216689e-120,1.8662715773248627e-118,0.12963327581667625,0.15303533650762027,Rpl41
ENSMUSG00000062006,0.13938049182816367,2.381654925620599e-117,3.8413789122912884e-115,0.12765336412781178,0.15106865316525903,Rpl34
ENSMUSG00000040952,0.13936405402498936,2.537755955855992e-117,4.0281840569142733e-115,0.12763687383241368,0.15105227226776458,Rps19
ENSMUSG00000060938,0.13763478669416582,1.9315049487142562e-114,2.759292783877509e-112,0.12590212050397276,0.1493289555912588,Rpl26
ENSMUSG00000084786,0.13555371671672492,5.053541520098857e-111,6.738055360131809e-109,0.12381454358597381,0.1472549526735328,Ubl5
ENSMUSG00000090862,0.13340375592532916,1.5040493555269174e-107,1.68994309609766e-105,0.12165796957337194,0.1451121848187843,Rps13
ENSMUSG00000031628,0.1319738679076587,2.853715670890531e-105,2.941974918443846e-103,0.12022374465962066,0.14368701983724805,Casp3
ENSMUSG00000007892,0.13182199505322656,4.964497765395639e-105,5.06581404632208e-103,0.1200714140513985,0.14353564577694286,Rplp1
ENSMUSG00000085301,0.13134706921766665,2.792388348424623e-104,2.7647409390342803e-102,0.11959506033171977,0.14306227619741463,Gm12132
ENSMUSG00000006941,0.13086801487564356,1.5839364445320143e-103,1.4942796646528437e-101,0.11911457117450186,0.14258478620976445,Eif1b
ENSMUSG00000057176,0.1302093127282132,1.7040340217846596e-102,1.5778092794302404e-100,0.11845390513769974,0.1419282261525703,Ccdc189
ENSMUSG00000034566,0.12905595467333572,1.0591388120420926e-100,9.372909841080466e-99,0.11729713346635909,0.1407785939683477,Atp5h
ENSMUSG00000044468,0.12849857085928024,7.686593052803655e-100,6.352556241986491e-98,0.11673811138858198,0.1402229994266268,Fam46c
ENSMUSG00000058546,0.1279396171792549,5.559649129095453e-99,4.3434758821058223e-97,0.11617752231406857,0.13966583264358723,Rpl23a
ENSMUSG00000024177,0.12740801223264817,3.619946195291405e-98,2.7217640566100794e-96,0.11564436894302597,0.13913592027456986,Nme4
ENSMUSG00000063457,0.12739629755115,3.772180889167084e-98,2.8150603650500626e-96,0.11563262021609332,0.13912424281582322,Rps15
ENSMUSG00000028044,0.12605038361950505,4.175065331874554e-96,2.8401804978738465e-94,0.11428281667624648,0.13778258373656263,Cks1b
ENSMUSG00000024608,0.125985812616897,5.225909722108405e-96,3.5073219611465806e-94,0.11421806015962377,0.1377182157806222,Rps14
